Video File,Meta File,TimeStamp,Exposure,Gain,Gamma,Binning,Capture Area,
2025-01-17-0453_3-Jupiter_620CH4.avi,2025-01-17-0451_2-Jupiter_647NH3.CameraSettings.txt,2025-01-17T04:50:17.6017348Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0451_2-Jupiter_647NH3.avi,2025-01-17-0449_2-Jupiter_647NH3.CameraSettings.txt,2025-01-17T04:48:17.3024792Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0449_2-Jupiter_647NH3.avi,2025-01-17-0447_2-Jupiter_620CH4.CameraSettings.txt,2025-01-17T04:46:15.5524786Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0447_2-Jupiter_620CH4.avi,2025-01-17-0445_2-Jupiter_632OI.CameraSettings.txt,2025-01-17T04:44:13.8654765Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0445_2-Jupiter_632OI.avi,2025-01-17-0443_1-Jupiter_656HIA.CameraSettings.txt,2025-01-17T04:42:10.2760459Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0754_0-Jupiter_450BLU.avi,2025-01-17-0754_0-Jupiter_450BLU.CameraSettings.txt,2025-01-17T07:53:18.6710372Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0752_5-Jupiter_550GRN.avi,2025-01-17-0752_5-Jupiter_550GRN.CameraSettings.txt,2025-01-17T07:51:46.0661557Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0750_9-Jupiter_685NIR.avi,2025-01-17-0750_9-Jupiter_685NIR.CameraSettings.txt,2025-01-17T07:50:12.7771487Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0749_1-Jupiter_656HIA.avi,2025-01-17-0749_1-Jupiter_656HIA.CameraSettings.txt,2025-01-17T07:48:10.1080294Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0747_1-Jupiter_632OI.avi,2025-01-17-0747_1-Jupiter_632OI.CameraSettings.txt,2025-01-17T07:46:06.5820008Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0745_0-Jupiter_620CH4.avi,2025-01-17-0745_0-Jupiter_620CH4.CameraSettings.txt,2025-01-17T07:44:04.8112148Z,0.05,60.0,No Gamma,2,640x640,
